InvoiceNo,CustomerID,Date,ProductCategory,Quantity,UnitPrice,DiscountApplied,ReviewRating,IsFirstPurchase,MarketingChannel,Country,TimeOnSite,ShippingCost,ItemsInCart,PreviousSpending,BrowsingSessions,TotalAmount,,,,,,
INV108295,CUST1307,11/19/2023,Electronics,14,130.3,33.2,5,0,Organic,USA,323.8,12.16,15,404.79,3,1230.73,,,,,,
INV102477,CUST1040,11/19/2023,Sports,11,42.34,0,4,0,Email,Canada,370.9,6.8,12,197.37,4,472.54,,,,,,
INV102377,CUST1834,11/19/2023,Clothing,7,21.08,0,4,0,Referral,USA,84.5,11.73,7,279.29,2,159.29,,,,,,
INV103129,CUST1737,11/19/2023,Home,11,41.18,0,1,0,Ads,USA,306.4,4.99,12,226.45,2,457.97,,,,,,
INV103652,CUST1337,11/19/2023,Electronics,15,109.81,19.7,1,0,nan,Germany,593.1,15.72,16,126.53,1,1338.38,,,,,,
INV108627,CUST1401,11/19/2023,Toys,12,34.96,51.9,4,0,Referral,USA,323.4,8.31,13,315.42,3,210.1,,,,,,
INV109177,CUST1946,11/19/2023,Sports,4,34.52,0,5,1,Referral,France,258.3,9.6,4,0,4,147.68,,,,,,
INV105844,CUST1359,11/19/2023,Home,9,48.52,0,4,0,nan,Canada,199.9,3.78,10,166.57,3,440.46,,,,,,
INV101761,CUST1674,11/19/2023,Clothing,7,45.6,29.2,5,1,Organic,Canada,289.2,6.19,9,0,1,232.18,,,,,,
INV100716,CUST1001,11/19/2023,Home,15,53.93,19.9,,0,Organic,Australia,454.7,10.54,16,234.67,1,658.51,,,,,,
INV105082,CUST1254,11/19/2023,Clothing,11,48.67,47.6,3,0,Organic,Germany,229.7,10.21,14,342.49,2,290.74,,,,,,
INV106026,CUST1971,11/19/2023,Beauty,15,47.92,43,3,0,Referral,USA,438.6,13.18,15,272.89,3,422.9,,,,,,
INV102139,CUST1133,11/19/2023,Clothing,7,30.92,0,3,1,Organic,France,333.8,6.99,7,0,4,223.43,,,,,,
INV100199,CUST1698,11/19/2023,Beauty,14,29.73,0,2,0,Ads,USA,409.5,16.1,15,220.46,4,432.32,,,,,,
INV101959,CUST1367,11/19/2023,Sports,11,47.74,12.6,3,1,Email,USA,393.6,11.89,11,0,5,470.86,,,,,,
INV104177,CUST1578,11/19/2023,Sports,7,44.18,0,,1,Organic,USA,322.1,10.37,8,0,5,319.63,,,,,,
INV100990,CUST1887,11/19/2023,Electronics,8,74.03,0,,0,Email,UK,192.2,10.73,8,200.11,1,602.97,,,,,,
INV106611,CUST1523,11/19/2023,Electronics,15,85.35,0,5,0,Organic,Germany,259.1,6.21,17,505.24,2,1286.46,,,,,,
INV105926,CUST1089,11/19/2023,Home,2,47.06,30.5,3,0,Social,USA,57.9,9.1,4,117.75,6,74.51,,,,,,
INV108365,CUST1431,11/19/2023,Electronics,12,94.7,0,5,0,Organic,Germany,228.9,9.46,13,475.19,3,1145.86,,,,,,
INV109194,CUST1948,11/19/2023,Clothing,36,216.08,41.5,3,0,Social,USA,317.3,18.33,12,271.13,4,4568.97,,,,,,
INV108151,CUST1211,11/19/2023,Electronics,12,122.78,15.3,,0,Email,Australia,467.4,5.97,12,375.95,2,1253.91,,,,,,
INV102705,CUST1140,11/19/2023,Electronics,7,106.3,8.3,4,1,Email,USA,357.6,12.99,8,0,3,695.33,,,,,,
INV109258,CUST1110,11/19/2023,Home,11,32.7,0,3,0,Referral,France,279.9,12.38,13,428.72,3,372.08,,,,,,
INV102721,CUST1081,11/19/2023,Electronics,8,114.66,0,,1,Ads,Australia,406.6,8.38,10,0,3,925.66,,,,,,
INV104601,CUST1727,11/19/2023,Home,7,71.13,34.3,,0,Organic,France,205.4,20.42,8,185.6,3,347.55,,,,,,
INV101117,CUST1445,11/19/2023,Sports,9,33.66,0,1,0,Email,USA,227.2,10.44,10,405.05,5,313.38,,,,,,
INV102656,CUST1567,11/19/2023,Electronics,11,123.86,42.3,4,0,Organic,Germany,262.6,8.52,12,254.49,6,794.66,,,,,,
INV104817,CUST1755,11/19/2023,Electronics,4,179.2,54.7,3,1,nan,France,145.7,15.85,7,0,5,340.56,,,,,,
INV107839,CUST1960,11/19/2023,Electronics,11,88.59,0,4,0,Email,France,229.4,14.19,11,298.61,2,988.68,,,,,,
INV108587,CUST1050,11/19/2023,Electronics,15,78.02,0,4,0,Referral,USA,285.5,18.27,16,412.06,6,1188.57,,,,,,
INV105907,CUST1747,11/19/2023,Clothing,4,36.22,32.9,2,1,Ads,France,154,5.62,5,0,5,102.83,,,,,,
INV107275,CUST1788,11/19/2023,Clothing,11,36.39,52.4,3,0,Ads,USA,115,17.61,12,539.67,1,208.15,,,,,,
INV104809,CUST1449,11/19/2023,Electronics,12,123.83,17.7,2,0,Referral,USA,194.9,15.24,12,362.1,2,1238.19,,,,,,
INV108824,CUST1330,11/19/2023,Clothing,16,35.85,10.2,3,0,Organic,USA,232.5,5.27,19,498.29,3,520.36,,,,,,
INV108590,CUST1022,11/19/2023,Toys,12,19.84,0,,0,Email,USA,226.7,15.5,12,457.32,3,253.58,,,,,,
INV104056,CUST1598,11/19/2023,Electronics,12,126.72,33.1,3,0,nan,Germany,273.9,11.81,15,234.63,1,1029.12,,,,,,
INV100249,CUST1951,11/20/2023,Sports,14,43.36,21,3,0,Referral,USA,349.1,11.72,15,280.11,3,491.28,,,,,,
INV109343,CUST1319,11/20/2023,Home,8,33.82,0,,0,Social,France,,7.75,9,182.65,1,278.31,,,,,,
INV100948,CUST1976,11/20/2023,Clothing,18,55.36,49.3,,0,Referral,USA,448,11.42,19,480.22,1,516.64,,,,,,
INV108360,CUST1171,11/20/2023,Sports,8,38.67,0,4,0,Organic,USA,316,10.38,8,110.98,3,319.74,,,,,,
INV109037,CUST1499,11/20/2023,Sports,14,37.43,0,1,0,Referral,USA,229.1,10,14,470.7,5,534.02,,,,,,
INV100276,CUST1169,11/20/2023,Clothing,7,25.85,0,,1,Ads,UK,227.8,7.07,8,0,5,188.02,,,,,,
INV109189,CUST1757,11/20/2023,Clothing,16,48.97,31.4,5,0,Ads,USA,515,3.76,16,332.17,2,541.25,,,,,,
INV109427,CUST1026,11/20/2023,Clothing,8,33.36,10.9,5,0,Email,USA,305,10.8,10,280.68,2,248.59,,,,,,
INV108602,CUST1092,11/20/2023,Electronics,11,47.61,0,1,0,Organic,UK,216.8,12,12,318.44,2,535.71,,,,,,
INV100551,CUST1517,11/20/2023,Clothing,11,29.02,0,2,0,Email,USA,168.3,8.96,14,319.75,3,328.18,,,,,,
INV100157,CUST1762,11/20/2023,Electronics,14,84.02,0,4,0,Ads,France,,7.8,18,284.35,2,1184.08,,,,,,
INV100618,CUST1767,11/20/2023,Electronics,14,177.3,43.5,1,0,Organic,UK,518,0.17,14,194.08,3,1402.61,,,,,,
INV100292,CUST1408,11/20/2023,Electronics,60,203.67,0,,0,Ads,USA,314.4,10.24,15,489.11,4,12230.44,,,,,,
INV100688,CUST1118,11/20/2023,Electronics,2,71.24,14.2,3,1,Email,UK,48.6,13.55,3,0,3,135.8,,,,,,
INV108609,CUST1319,11/20/2023,Electronics,16,89.65,0,4,0,Email,UK,571.1,17.48,16,311.1,2,1451.88,,,,,,
INV100523,CUST1683,11/20/2023,Electronics,15,87.43,0,4,0,Referral,Germany,423.5,12.11,15,366.02,2,1323.56,,,,,,
INV100503,CUST1135,11/20/2023,Home,9,58.92,38.8,4,0,Referral,Germany,216.1,3.31,10,348.86,5,327.84,,,,,,
INV103980,CUST1040,11/20/2023,Home,12,56.48,25.8,4,0,Referral,USA,330.5,11.79,13,282.94,6,514.69,,,,,,
INV104749,CUST1727,11/20/2023,Toys,5,19.6,0,3,1,Email,USA,183,8,6,0,3,106,,,,,,
INV106907,CUST1819,11/20/2023,Electronics,14,134.78,51.3,2,0,Email,UK,362.2,13.2,15,334.21,3,932.13,,,,,,
INV101469,CUST1118,11/20/2023,Electronics,15,174.9,46.8,2,0,Organic,USA,529.1,14.9,15,136.12,1,1410.6,,,,,,
INV104569,CUST1494,11/20/2023,Electronics,11,101.39,8.1,2,0,Email,USA,221.1,8.58,14,330.4,4,1033.53,,,,,,
INV102233,CUST1161,11/20/2023,Clothing,11,28.93,0,4,0,Organic,France,238.6,2.87,11,424.67,4,321.1,,,,,,
INV102892,CUST1558,11/20/2023,Home,15,67.08,21,2,0,nan,Germany,410.7,14.63,16,380.32,3,809.53,,,,,,
INV106303,CUST1662,11/20/2023,Clothing,1,44.68,33.5,5,1,Email,UK,77.9,14.93,3,0,2,44.64,,,,,,
INV103568,CUST1956,11/20/2023,Sports,5,44.94,23.8,4,1,Email,USA,254.2,4.66,5,0,3,175.88,,,,,,
INV105375,CUST1343,11/20/2023,Home,9,42.4,0,4,0,Email,Germany,216.2,7.8,11,252.82,3,389.4,,,,,,
INV105516,CUST1799,11/20/2023,Clothing,5,36.29,38.8,4,0,Ads,France,166.1,15.13,5,230.51,5,126.18,,,,,,
INV104429,CUST1617,11/20/2023,Home,12,58.79,12.4,4,0,Social,Germany,376.2,10.96,12,276.78,5,628.96,,,,,,
INV105657,CUST1363,11/20/2023,Home,11,58.28,34.1,3,1,Ads,USA,317.4,10.88,12,0,1,433.35,,,,,,
INV106058,CUST1282,11/20/2023,Sports,9,61.1,20.9,3,1,Organic,France,390.9,12.44,12,0,7,447.41,,,,,,
INV105753,CUST1178,11/20/2023,Beauty,11,30.74,15,4,0,Email,Germany,335.1,5.74,12,186.38,5,293.16,,,,,,
INV107237,CUST1633,11/20/2023,Clothing,4,32.7,17.8,5,1,Email,USA,228.5,7.94,5,0,2,115.46,,,,,,
INV107194,CUST1052,11/20/2023,Beauty,8,34.72,34.9,3,0,Ads,USA,269.6,10.76,8,294.11,1,191.58,,,,,,
INV102524,CUST1317,11/20/2023,Clothing,14,29.08,0,4,0,Organic,UK,365.2,6.63,16,383.97,4,413.75,,,,,,
INV101562,CUST1273,11/20/2023,Sports,9,54.04,21.6,3,0,Referral,USA,277.3,3.74,11,340.58,5,385.05,,,,,,
INV106589,CUST1718,11/20/2023,Sports,9,29.21,38.7,3,0,Email,UK,422.6,13.75,9,199,3,174.9,,,,,,
INV107177,CUST1270,11/20/2023,Clothing,15,28.33,0,3,0,Email,Germany,424,7.63,16,320.84,3,432.58,,,,,,
INV101990,CUST1212,11/20/2023,Sports,11,50.42,0,2,1,Email,USA,531.7,2.18,13,0,5,556.8,,,,,,
INV104616,CUST1565,11/20/2023,Clothing,8,32.54,0,1,0,Referral,Australia,164.1,2.79,9,304.83,6,263.11,,,,,,
INV104064,CUST1235,11/20/2023,Clothing,7,29.94,0,,1,Ads,UK,242.4,12.12,10,0,4,221.7,,,,,,
INV101350,CUST1719,11/20/2023,Clothing,14,47.33,40.1,,0,Email,UK,428,8.62,17,199.92,3,405.53,,,,,,
INV104757,CUST1814,11/20/2023,Sports,9,28.57,10.2,3,0,Organic,Australia,180.4,3.77,11,211.89,4,234.67,,,,,,
INV107559,CUST1592,11/20/2023,Electronics,11,147.55,48.4,3,0,Social,France,443.2,10.98,12,263.66,2,848.47,,,,,,
INV103468,CUST1294,11/20/2023,Home,14,50.86,27.2,1,0,Email,USA,,9.98,14,336.59,1,528.35,,,,,,
INV103385,CUST1697,11/20/2023,Electronics,15,125.83,10.6,4,0,Referral,USA,466.1,15.54,16,264.1,2,1702.92,,,,,,
INV104754,CUST1084,11/20/2023,Beauty,12,31.9,44.8,3,0,Organic,Australia,246.5,7.47,14,313.49,3,218.78,,,,,,
INV104766,CUST1172,11/20/2023,Sports,16,52.95,43.6,4,0,Referral,USA,430.8,14.58,18,372.64,4,492.4,,,,,,
INV104708,CUST1588,11/20/2023,Sports,9,36.92,0,,1,Organic,USA,439.1,11.91,9,0,4,344.19,,,,,,
INV105086,CUST1738,11/20/2023,Toys,4,35.84,36.7,4,1,Ads,France,184.6,10.32,7,0,3,101.07,,,,,,
INV107833,CUST1895,11/21/2023,Sports,9,60.04,43.5,2,0,Email,Canada,337.3,17.47,9,247.75,5,322.77,,,,,,
INV103703,CUST1821,11/21/2023,Beauty,12,20.93,5.6,3,1,Organic,France,456.3,8.49,13,0,3,245.59,,,,,,
INV101195,CUST1708,11/21/2023,Beauty,9,27.31,0,4,0,Organic,UK,260.7,6.94,9,295.9,4,252.73,,,,,,
INV105834,CUST1448,11/21/2023,Clothing,7,27.55,0,4,0,Ads,USA,173.2,11.46,9,183.71,5,204.31,,,,,,
INV101176,CUST1247,11/21/2023,Sports,11,55.19,46.4,4,0,Email,USA,313.9,11.61,12,307.43,1,337.01,,,,,,
INV105876,CUST1076,11/21/2023,Beauty,7,26.53,24.7,3,0,Social,Canada,57.1,11.95,8,327.08,1,151.79,,,,,,
INV100270,CUST1128,11/21/2023,Beauty,8,24.37,0,1,1,Referral,USA,272.5,10.96,10,0,2,205.92,,,,,,
INV105002,CUST1079,11/21/2023,Electronics,14,121.58,13.1,4,0,nan,Canada,227,1.76,17,403.88,2,1480.9,,,,,,
INV108104,CUST1718,11/21/2023,Electronics,14,131.89,33.3,3,0,Ads,France,320.3,8.83,15,444.56,3,1240.42,,,,,,
INV100126,CUST1863,11/21/2023,Home,21,53.04,0,5,0,Email,UK,369,16.58,23,583.15,2,1130.42,,,,,,
INV108988,CUST1006,11/21/2023,Beauty,14,23.09,7.4,,0,Organic,USA,305.4,9.38,14,390.51,2,308.72,,,,,,
INV103581,CUST1296,11/21/2023,Electronics,8,157.42,49,4,1,Email,UK,230.5,10.27,9,0,5,652.54,,,,,,
INV105051,CUST1739,11/21/2023,Electronics,8,70.95,0,4,0,Ads,USA,207,10.66,11,229.3,3,578.26,,,,,,
INV100383,CUST1563,11/21/2023,Sports,16,35.1,0,5,0,Ads,UK,359,12.82,19,515.97,6,574.42,,,,,,
INV103001,CUST1730,11/21/2023,Electronics,8,174.03,52.3,3,1,nan,UK,433.3,21.58,12,0,5,685.68,,,,,,
INV101499,CUST1448,11/21/2023,Home,16,68.44,13,5,0,Email,USA,450.7,15.94,18,367.67,5,968.62,,,,,,
INV101478,CUST1890,11/21/2023,Clothing,12,53.15,53.2,5,0,Email,USA,247.7,2.85,13,283.43,3,301.34,,,,,,
INV107183,CUST1005,11/21/2023,Sports,9,34.54,5.3,4,1,Email,Canada,382.5,7.21,9,0,1,301.59,,,,,,
INV101243,CUST1369,11/21/2023,Clothing,8,38.49,50.7,4,1,Email,USA,263.4,6.83,10,0,5,158.63,,,,,,
INV104574,CUST1984,11/21/2023,Electronics,15,100.1,6.6,,0,Social,USA,438.7,11.36,16,231.07,1,1413.76,,,,,,
INV103471,CUST1692,11/21/2023,Sports,7,63.65,40.8,4,1,Ads,France,269.2,16.4,9,0,2,280.17,,,,,,
INV102800,CUST1672,11/21/2023,Sports,5,36.76,21.4,3,1,Ads,USA,194.5,18.83,6,0,3,163.3,,,,,,
INV101242,CUST1232,11/21/2023,Electronics,14,68.72,5.2,3,0,Email,Australia,398.6,10.35,16,326.23,1,922.4,,,,,,
INV105760,CUST1628,11/21/2023,Home,32,138.88,40.1,3,0,Organic,UK,377.8,6.45,9,1.22,4,2668.5,,,,,,
INV107166,CUST1191,11/21/2023,Home,5,57.96,6.1,4,1,nan,USA,177.2,10.13,7,0,5,282.25,,,,,,
INV103981,CUST1894,11/21/2023,Electronics,9,92.89,8.9,1,1,Social,USA,328.4,9.91,10,0,5,771.52,,,,,,
INV108418,CUST1065,11/21/2023,Clothing,11,24.03,0,4,0,Email,UK,318,4.09,13,346.68,1,268.42,,,,,,
INV104037,CUST1480,11/21/2023,Beauty,14,23.24,0,3,0,Referral,Germany,286.9,6.76,15,543.57,5,332.12,,,,,,
INV108015,CUST1161,11/21/2023,Sports,15,82.17,51.3,3,0,Ads,Germany,458.4,11.37,16,295.25,2,611.62,,,,,,
INV101860,CUST1823,11/21/2023,Beauty,14,28.27,6,,0,Referral,USA,242,8.57,16,540.92,4,380.6,,,,,,
INV109464,CUST1209,11/21/2023,Clothing,8,27.49,0,,1,Social,USA,275.4,7.25,10,0,2,227.17,,,,,,
INV108398,CUST1423,11/21/2023,Clothing,5,34.39,38.6,2,1,Ads,France,211.2,10.01,6,0,3,115.59,,,,,,
INV102173,CUST1867,11/21/2023,Sports,14,34.8,0,,0,Email,UK,,9.26,16,207.91,3,496.46,,,,,,
INV102186,CUST1865,11/21/2023,Electronics,21,145.12,31.5,3,0,Email,UK,580.7,8.39,21,386.12,4,2095.94,,,,,,
INV106403,CUST1892,11/21/2023,Electronics,12,111.53,36.9,2,0,Ads,USA,311.1,4.89,12,209.99,4,849.4,,,,,,
INV107903,CUST1696,11/21/2023,Beauty,9,22.67,0,,1,Social,UK,346,10.18,12,0,2,214.21,,,,,,
INV102145,CUST1575,11/21/2023,Electronics,18,131.67,9,4,0,Email,USA,537,0,18,424.59,1,2156.75,,,,,,
INV101342,CUST1608,11/21/2023,Sports,7,21.83,0,3,0,Ads,Germany,145.2,8.88,7,329.1,3,161.69,,,,,,
INV106002,CUST1902,11/21/2023,Clothing,8,50.77,47.7,,0,Ads,USA,217.6,10.64,9,273.78,4,223.06,,,,,,
INV105997,CUST1703,11/21/2023,Electronics,2,114.15,30.5,3,1,Email,USA,182.8,13.38,2,0,1,172.05,,,,,,
INV102120,CUST1681,11/22/2023,Home,5,37.09,0,,1,Organic,USA,192.5,5.79,6,0,4,191.24,,,,,,
INV108100,CUST1648,11/22/2023,Clothing,11,55.7,49.3,2,0,nan,Australia,392.9,7.22,12,140.7,4,317.86,,,,,,
INV103501,CUST1575,11/22/2023,Electronics,9,82.75,0,3,1,Ads,France,400.4,5.83,9,0,1,750.58,,,,,,
INV101029,CUST1253,11/22/2023,Electronics,11,79.45,0,5,0,Email,France,294.1,11.07,11,343.05,2,885.02,,,,,,
INV106649,CUST1113,11/22/2023,Sports,16,41.3,0,3,0,Referral,USA,507.6,16.65,16,358.27,2,677.45,,,,,,
INV104069,CUST1511,11/22/2023,Sports,9,40.33,0,5,1,nan,France,378.6,8.68,10,0,4,371.65,,,,,,
INV100923,CUST1063,11/22/2023,Clothing,11,31.8,0,4,0,Organic,France,281.2,13.39,12,218.96,2,363.19,,,,,,
INV106671,CUST1051,11/22/2023,Home,7,32.14,0,3,1,Organic,Germany,243.9,7.05,7,0,4,232.03,,,,,,
INV100774,CUST1593,11/22/2023,Sports,11,33.14,0,3,0,Social,USA,277.3,16.1,12,229.88,1,380.64,,,,,,
INV101674,CUST1444,11/22/2023,Sports,9,40.99,28.3,4,0,Ads,USA,,7.48,9,365.84,3,271.99,,,,,,
INV101098,CUST1070,11/22/2023,Electronics,7,85.6,8.8,2,1,Referral,UK,190.9,17.14,8,0,6,563.61,,,,,,
INV106853,CUST1018,11/22/2023,Toys,7,21.87,6.8,4,1,Referral,USA,259.6,10.15,10,0,2,152.83,,,,,,
INV105019,CUST1489,11/22/2023,Clothing,8,42.78,32.4,4,1,Ads,USA,409.4,3.39,8,0,2,234.74,,,,,,
INV107568,CUST1556,11/22/2023,Home,8,52.38,13.2,4,0,Social,USA,194.3,9.59,8,135.6,3,373.32,,,,,,
INV109107,CUST1296,11/22/2023,Electronics,12,162.81,53.8,3,0,Organic,Canada,207.8,16.49,12,515.64,3,919.11,,,,,,
INV101372,CUST1930,11/22/2023,Home,12,71.46,32.8,2,0,Email,USA,215.3,11.99,13,319.29,3,588.24,,,,,,
INV100727,CUST1201,11/22/2023,Beauty,4,26.32,14.6,1,1,Social,USA,210.1,10.72,4,0,3,100.63,,,,,,
INV104329,CUST1369,11/22/2023,Clothing,14,20.21,0,5,0,Organic,USA,327.5,6.28,14,409.67,4,289.22,,,,,,
INV104944,CUST1915,11/22/2023,Clothing,16,31.08,13.2,4,0,Social,Germany,395.4,7.36,17,357.87,2,439,,,,,,
INV103374,CUST1491,11/22/2023,Toys,4,23.94,13.4,3,1,Referral,USA,205.6,16.86,5,0,5,99.79,,,,,,
INV103358,CUST1644,11/22/2023,Clothing,15,68.63,49.7,,1,Organic,UK,647.2,13.1,16,0,4,530.91,,,,,,
INV101834,CUST1935,11/22/2023,Electronics,11,84.1,0,4,0,Ads,Germany,430.9,20.41,13,181.62,4,945.51,,,,,,
INV105888,CUST1441,11/22/2023,Clothing,11,34.5,0,5,1,Email,Germany,305.6,12.12,11,0,3,391.62,,,,,,
INV109162,CUST1608,11/22/2023,Clothing,5,32.2,40,3,1,Referral,USA,281.8,5.56,6,0,4,102.16,,,,,,
INV105399,CUST1237,11/22/2023,Clothing,12,33.16,7,,0,Email,Germany,414.2,16.69,12,324.09,3,386.76,,,,,,
INV106048,CUST1936,11/22/2023,Electronics,12,90.52,22.6,4,0,Organic,Canada,283.4,0,13,413.34,3,840.75,,,,,,
INV104384,CUST1064,11/22/2023,Clothing,9,31.43,16.3,3,0,Email,USA,193.1,15.02,10,237.43,2,251.78,,,,,,
INV102380,CUST1105,11/22/2023,Clothing,19,27.17,0,3,0,Organic,Australia,562.6,10.39,20,356.86,2,526.62,,,,,,
INV108923,CUST1784,11/22/2023,Home,11,48.63,0,4,1,Organic,USA,317.3,7.52,12,0,4,542.45,,,,,,
INV105537,CUST1924,11/22/2023,Clothing,5,31.54,22.1,4,1,Ads,UK,273.9,3.07,6,0,2,125.92,,,,,,
INV103587,CUST1617,11/22/2023,Toys,9,17.73,0,1,0,Email,Germany,272.5,14.86,9,246.27,3,174.43,,,,,,
INV106192,CUST1255,11/22/2023,Clothing,5,32.64,11.7,5,1,Email,UK,192.1,6.39,6,0,1,150.5,,,,,,
INV102881,CUST1531,11/22/2023,Home,7,32.32,0,,1,Organic,UK,309.7,15.91,10,0,2,242.15,,,,,,
INV107931,CUST1235,11/22/2023,Toys,15,21.62,0,4,0,Email,USA,,3.62,15,329.12,3,327.92,,,,,,
INV102964,CUST1542,11/23/2023,Clothing,5,27.9,0,1,1,Email,USA,188.1,9.07,6,0,6,148.57,,,,,,
INV105812,CUST1841,11/23/2023,Electronics,14,116.17,31.4,5,0,Organic,USA,404.4,7.24,15,299.11,1,1122.94,,,,,,
INV106756,CUST1744,11/23/2023,Home,12,81.39,46,5,0,Email,Canada,235.2,6.97,12,492.55,6,534.38,,,,,,
INV101689,CUST1815,11/23/2023,Home,5,57.26,22.6,3,1,Organic,Canada,243.9,15.74,5,0,5,237.34,,,,,,
INV100252,CUST1851,11/23/2023,Clothing,18,27.43,0,,0,Referral,France,434.2,12.2,18,387.61,2,505.94,,,,,,
INV106743,CUST1694,11/23/2023,Electronics,12,139.92,36.7,2,0,Ads,UK,262.5,12.84,14,365.37,2,1075.67,,,,,,
INV103248,CUST1288,11/23/2023,Electronics,11,115.04,21.6,3,0,Ads,UK,435.1,14.8,14,265.06,2,1006.9,,,,,,
INV107247,CUST1354,11/23/2023,Electronics,12,165.26,40.7,4,0,Email,USA,311.2,17.5,12,265.06,5,1193.49,,,,,,
INV100549,CUST1873,11/23/2023,Toys,9,31.46,31,3,0,Email,Germany,278.6,9.65,9,245.84,4,205.02,,,,,,
INV105612,CUST1352,11/23/2023,Sports,12,40.35,18.2,3,0,Email,USA,341.8,14.29,13,291.81,3,410.37,,,,,,
INV108681,CUST1369,11/23/2023,Electronics,19,176.35,49.3,4,0,Ads,USA,501.6,10.08,19,436.47,4,1708.86,,,,,,
INV107063,CUST1546,11/23/2023,Clothing,12,53.03,39.7,,1,Organic,USA,449.6,14.04,12,0,2,397.77,,,,,,
INV100767,CUST1853,11/23/2023,Clothing,8,33.27,0,3,1,Ads,UK,377.2,9.71,9,0,5,275.87,,,,,,
INV105972,CUST1063,11/23/2023,Home,2,27.21,0,3,1,Social,USA,127.2,18.31,3,0,3,72.73,,,,,,
INV106144,CUST1997,11/23/2023,Electronics,9,78.71,0,5,0,Organic,UK,204,18.34,10,387.43,2,726.73,,,,,,
INV106369,CUST1963,11/23/2023,Clothing,5,29.08,17.9,4,1,Referral,France,217.9,12.71,5,0,2,132.08,,,,,,
INV102475,CUST1661,11/23/2023,Sports,9,39.44,0,5,1,Social,France,396.8,9.98,9,0,5,364.94,,,,,,
INV107209,CUST1724,11/23/2023,Clothing,11,31.69,0,4,0,Email,USA,238.7,14.32,11,188.73,2,362.91,,,,,,
INV107056,CUST1683,11/23/2023,Home,14,43.66,31,2,0,Social,France,269.4,13.45,14,292.58,3,435.21,,,,,,
INV105195,CUST1976,11/23/2023,Clothing,12,74.55,30.9,3,0,Email,Australia,422.4,6.23,12,279.13,4,624.4,,,,,,
INV101748,CUST1873,11/23/2023,Clothing,11,37.36,8.4,3,0,Organic,Germany,259.1,8.71,12,321.09,5,385.15,,,,,,
INV109017,CUST1910,11/23/2023,Clothing,18,37.63,6.1,4,0,Ads,USA,508.4,15.75,19,296,1,651.77,,,,,,
INV107470,CUST1100,11/23/2023,Clothing,16,60.62,51.3,4,0,Email,USA,365.9,13.76,16,506.31,1,486.11,,,,,,
INV101447,CUST1328,11/23/2023,Sports,7,46.38,46.5,1,0,Referral,UK,,7.52,7,275.2,3,181.21,,,,,,
INV108232,CUST1882,11/23/2023,Electronics,16,154.18,33.4,4,0,Email,USA,436.7,6.08,17,428.34,4,1649.02,,,,,,
INV105512,CUST1124,11/23/2023,Toys,8,20.34,0,3,0,Email,USA,136.1,5.22,9,340,4,167.94,,,,,,
INV108800,CUST1019,11/23/2023,Home,11,41.7,0,5,0,nan,UK,250.1,8.98,13,312.06,7,467.68,,,,,,
INV102240,CUST1581,11/23/2023,Clothing,14,51.38,18.8,3,0,Ads,USA,421.9,11.21,14,327.15,2,595.3,,,,,,
INV106593,CUST1702,11/23/2023,Clothing,12,54.73,32.7,1,1,Organic,Canada,490,11.84,13,0,4,453.84,,,,,,
INV101902,CUST1309,11/23/2023,Sports,7,36.88,12.4,4,1,Referral,Canada,323.4,1.27,8,0,4,227.42,,,,,,
INV109475,CUST1887,11/23/2023,Sports,18,38.25,0,3,0,Email,Australia,400.2,10.07,20,497.75,1,698.57,,,,,,
INV103817,CUST1550,11/23/2023,Clothing,11,25.08,5.7,4,0,Email,Germany,294.1,2.6,12,246.52,1,262.75,,,,,,
INV100067,CUST1944,11/23/2023,Sports,15,29.11,0,3,0,Organic,Germany,458.9,14.66,16,213.11,2,451.31,,,,,,
INV107689,CUST1169,11/23/2023,Electronics,15,151.06,25.2,5,0,Referral,Canada,574.5,13.14,16,183.85,3,1708.03,,,,,,
INV103692,CUST1465,11/23/2023,Electronics,8,101.02,8.4,4,1,Organic,UK,272.3,7.32,8,0,2,747.59,,,,,,
INV104667,CUST1540,11/23/2023,Sports,11,43.1,22.4,3,0,Email,USA,301.1,15.08,12,248.18,4,382.98,,,,,,
INV100080,CUST1721,11/23/2023,Clothing,5,44.21,28.3,3,1,Referral,USA,117.7,12.22,5,0,3,170.71,,,,,,
INV103666,CUST1476,11/23/2023,Clothing,11,41.73,39.7,3,0,Email,UK,157.7,0,13,334.05,3,276.8,,,,,,
INV104289,CUST1406,11/23/2023,Home,5,52.6,7.1,4,1,Organic,France,195.2,11.55,6,0,4,255.88,,,,,,
INV103759,CUST1688,11/23/2023,Electronics,28,327.75,40,5,0,Organic,UK,51.5,14.45,9,258.12,1,5520.65,,,,,,
INV101123,CUST1276,11/23/2023,Sports,8,33.1,0,3,1,nan,USA,242.5,8.34,8,0,2,273.14,,,,,,
INV103644,CUST1006,11/23/2023,Electronics,8,76.91,25.4,3,1,Organic,France,321.2,6.19,8,0,1,465.19,,,,,,
INV104549,CUST1522,11/23/2023,Electronics,12,106.04,20.1,1,0,Ads,Germany,,10.24,15,203.54,2,1026.95,,,,,,
INV100437,CUST1051,11/24/2023,Home,7,51.37,0,4,1,Social,USA,225.7,0.53,9,0,4,360.12,,,,,,
INV105145,CUST1014,11/24/2023,Clothing,8,29.79,0,3,0,Organic,France,123.3,13.6,9,402.12,3,251.92,,,,,,
